cod;nome;período;homicidios-de-homens-por-armas-de-fogo;homicidios;homicidios-de-jovens;homicidios-de-jovens-homens;homicidios-mulheres-nao-negras;homicidios-homens-nao-negros;homicidio-de-jovens-por-armas-de-fogo;homicidios-negros;homicidios-mulheres;homicidios-nao-negros;homicidios-mulheres-negras;homicidios-homens;homicidios-de-mulheres-por-armas-de-fogo;homicidios-por-armas-de-fogo;homicidios-de-jovens-mulheres;homicidios-homens-negros
41;PR;2012;3012.0;3489.0;1870.0;1732;248.0;2408.0;1476.0;758.0;321.0;2657.0;68.0;3162.0;166.0;2433;138;690.0
52;GO;2013;3455.0;2975.0;1598.0;1484;66.0;557.0;1293.0;2268.0;271.0;624.0;191.0;2698.0;141.0;2138;114;2076.0
32;ES;2013;342.0;1622.0;985.0;905;36.0;201.0;869.0;1311.0;171.0;237.0;129.0;1451.0;114.0;1290;80;1182.0
53;DF;2013;1338.0;837.0;465.0;430;12.0;69.0;382.0;747.0;78.0;81.0;66.0;759.0;39.0;593;35;681.0
23;CE;2013;133.0;4473.0;2705.0;2558;34.0;232.0;2377.0;2213.0;278.0;266.0;125.0;4195.0;200.0;3655;147;2088.0
29;BA;2013;98.0;5694.0;3338.0;3142;42.0;330.0;2727.0;5072.0;423.0;372.0;362.0;5260.0;241.0;4287;196;4709.0
16;AP;2013;65.0;225.0;147.0;139;2.0;25.0;69.0;177.0;19.0;27.0;15.0;206.0;6.0;104;8;162.0
13;AM;2013;2099.0;1191.0;659.0;628;22.0;122.0;443.0;1026.0;96.0;144.0;71.0;1095.0;33.0;695;31;955.0
17;TO;2013;554.0;349.0;149.0;126;7.0;60.0;65.0;267.0;40.0;67.0;31.0;307.0;12.0;146;23;235.0
28;SE;2013;1994.0;965.0;520.0;494;8.0;76.0;430.0;877.0;56.0;84.0;48.0;908.0;30.0;732;26;829.0
35;SP;2013;711.0;6035.0;2552.0;2338;401.0;2823.0;1694.0;2676.0;620.0;3225.0;215.0;5403.0;174.0;3440;214;2459.0
42;SC;2013;294.0;789.0;369.0;326;82.0;577.0;233.0;117.0;102.0;659.0;16.0;686.0;36.0;442;43;101.0
14;RR;2013;1602.0;214.0;78.0;69;21.0;50.0;31.0;137.0;36.0;71.0;14.0;178.0;5.0;70;9;123.0
11;RO;2013;282.0;483.0;212.0;192;20.0;131.0;147.0;316.0;52.0;151.0;28.0;431.0;18.0;300;20;288.0
43;RS;2013;405.0;2322.0;1078.0;995;173.0;1614.0;903.0;487.0;210.0;1787.0;33.0;2108.0;112.0;1714;83;454.0
24;RN;2013;1901.0;1447.0;883.0;842;20.0;178.0;743.0;1124.0;89.0;198.0;59.0;1357.0;54.0;1149;41;1064.0
33;RJ;2013;3260.0;5111.0;2693.0;2554;137.0;1302.0;2014.0;3492.0;387.0;1443.0;236.0;4687.0;185.0;3555;139;3247.0
22;PI;2013;3365.0;598.0;329.0;309;10.0;58.0;234.0;489.0;47.0;68.0;36.0;549.0;22.0;365;20;451.0
26;PE;2013;1176.0;3124.0;1709.0;1589;27.0;196.0;1357.0;2796.0;256.0;223.0;224.0;2867.0;139.0;2299;120;2572.0
41;PR;2013;3262.0;2936.0;1538.0;1407;223.0;2089.0;1193.0;599.0;283.0;2312.0;59.0;2653.0;124.0;2025;131;540.0
25;PB;2013;4039.0;1551.0;893.0;829;12.0;86.0;770.0;1292.0;126.0;98.0;104.0;1424.0;84.0;1258;64;1187.0
27;AL;2013;662.0;2148.0;1313.0;1250;18.0;94.0;1177.0;1962.0;142.0;113.0;117.0;2005.0;103.0;1860;62;1845.0
12;AC;2013;86.0;234.0;119.0;107;3.0;20.0;58.0;194.0;32.0;23.0;29.0;202.0;9.0;95;12;165.0
15;PA;2013;701.0;3405.0;1785.0;1691;35.0;240.0;1253.0;3025.0;231.0;276.0;190.0;3157.0;121.0;2229;93;2830.0
51;MT;2013;1174.0;1158.0;541.0;515;28.0;243.0;404.0;860.0;91.0;271.0;62.0;1064.0;34.0;745;26;798.0
50;MS;2013;2159.0;630.0;265.0;243;34.0;192.0;148.0;400.0;75.0;226.0;40.0;555.0;24.0;318;22;360.0
31;MG;2013;1756.0;4717.0;2595.0;2411;145.0;1118.0;2180.0;3350.0;427.0;1264.0;274.0;4286.0;205.0;3468;183;3076.0
21;MA;2013;1094.0;2163.0;1171.0;1114;23.0;184.0;790.0;1895.0;131.0;208.0;107.0;2031.0;58.0;1397;57;1788.0
50;MS;2014;2403.0;700.0;322.0;283;40.0;218.0;206.0;432.0;85.0;258.0;44.0;615.0;20.0;357;39;388.0
21;MA;2014;1246.0;2462.0;1311.0;1248;21.0;215.0;962.0;2179.0;152.0;236.0;129.0;2307.0;75.0;1688;62;2048.0
52;GO;2014;3595.0;2887.0;1568.0;1439;77.0;574.0;1299.0;2198.0;290.0;651.0;212.0;2591.0;153.0;2054;129;1986.0
32;ES;2014;430.0;1609.0;958.0;889;25.0;218.0;842.0;1316.0;140.0;243.0;110.0;1469.0;89.0;1292;69;1206.0
53;DF;2014;1613.0;843.0;453.0;427;13.0;105.0;388.0;710.0;60.0;118.0;46.0;783.0;30.0;631;26;664.0
23;CE;2014;162.0;4626.0;2831.0;2696;25.0;251.0;2484.0;2507.0;285.0;276.0;145.0;4341.0;200.0;3795;135;2362.0
29;BA;2014;144.0;6052.0;3553.0;3405;50.0;367.0;2965.0;5419.0;385.0;417.0;323.0;5659.0;216.0;4671;148;5095.0
13;AM;2014;2170.0;1240.0;678.0;644;13.0;92.0;451.0;1102.0;80.0;105.0;64.0;1159.0;33.0;762;34;1038.0
16;AP;2014;43.0;256.0;162.0;149;1.0;14.0;99.0;232.0;20.0;15.0;19.0;236.0;8.0;152;13;213.0
27;AL;2014;729.0;2085.0;1243.0;1176;4.0;71.0;1117.0;1947.0;125.0;75.0;118.0;1960.0;85.0;1806;67;1829.0
12;AC;2014;109.0;232.0;111.0;101;4.0;35.0;59.0;187.0;20.0;39.0;16.0;212.0;6.0;115;10;171.0
31;MG;2014;1721.0;4724.0;2573.0;2405;141.0;1075.0;2126.0;3412.0;403.0;1216.0;259.0;4319.0;171.0;3377;168;3153.0
15;PA;2014;848.0;3446.0;1821.0;1705;21.0;194.0;1331.0;3135.0;249.0;216.0;221.0;3189.0;132.0;2305;116;2912.0
25;PB;2014;4451.0;1551.0;869.0;812;13.0;72.0;759.0;1342.0;117.0;85.0;98.0;1433.0;81.0;1253;57;1244.0
41;PR;2014;3204.0;2980.0;1473.0;1356;218.0;2126.0;1184.0;604.0;284.0;2344.0;63.0;2694.0;138.0;2071;117;541.0
26;PE;2014;1203.0;3358.0;1881.0;1768;33.0;344.0;1557.0;2907.0;239.0;377.0;203.0;3113.0;138.0;2543;113;2704.0
22;PI;2014;3415.0;717.0;392.0;369;4.0;40.0;284.0;589.0;63.0;44.0;51.0;654.0;25.0;455;23;538.0
33;RJ;2014;3335.0;5718.0;3027.0;2869;164.0;1364.0;2045.0;3954.0;464.0;1529.0;283.0;5196.0;215.0;3642;157;3666.0
24;RN;2014;1932.0;1602.0;1002.0;954;21.0;194.0;883.0;1304.0;102.0;215.0;71.0;1500.0;68.0;1314;48;1233.0
43;RS;2014;460.0;2724.0;1323.0;1247;196.0;1860.0;1083.0;628.0;250.0;2056.0;51.0;2474.0;129.0;2055;76;577.0
11;RO;2014;373.0;578.0;229.0;209;15.0;127.0;176.0;424.0;56.0;142.0;38.0;521.0;28.0;402;20;386.0
14;RR;2014;1926.0;158.0;56.0;51;14.0;46.0;22.0;93.0;24.0;61.0;10.0;133.0;4.0;47;5;83.0
42;SC;2014;337.0;905.0;402.0;361;88.0;640.0;254.0;159.0;111.0;728.0;21.0;794.0;39.0;499;41;138.0
35;SP;2014;809.0;6185.0;2751.0;2542;371.0;2833.0;1857.0;2840.0;612.0;3205.0;227.0;5561.0;199.0;3541;209;2612.0
28;SE;2014;1899.0;1097.0;623.0;596;9.0;79.0;552.0;1003.0;74.0;88.0;65.0;1023.0;50.0;898;27;938.0
17;TO;2014;601.0;381.0;188.0;173;6.0;64.0;101.0;296.0;35.0;71.0;29.0;342.0;13.0;176;14;267.0
51;MT;2014;1171.0;1358.0;636.0;587;33.0;278.0;463.0;1022.0;111.0;311.0;76.0;1247.0;45.0;854;49;946.0
32;ES;2015;367.0;1450.0;830.0;775;24.0;163.0;709.0;1168.0;141.0;187.0;107.0;1308.0;78.0;1093;55;1061.0
11;RO;2015;348.0;600.0;261.0;234;13.0;129.0;178.0;446.0;63.0;142.0;49.0;537.0;35.0;383;27;397.0
51;MT;2015;1190.0;1203.0;529.0;481;30.0;221.0;392.0;931.0;118.0;251.0;88.0;1082.0;50.0;769;48;843.0
50;MS;2015;2930.0;634.0;264.0;241;20.0;205.0;171.0;405.0;58.0;225.0;38.0;576.0;19.0;316;23;367.0
31;MG;2015;1415.0;4532.0;2378.0;2213;139.0;1009.0;1972.0;3300.0;415.0;1149.0;267.0;4114.0;204.0;3214;165;3033.0
15;PA;2015;1055.0;3675.0;1936.0;1827;20.0;202.0;1462.0;3375.0;261.0;222.0;236.0;3401.0;144.0;2539;109;3138.0
25;PB;2015;4330.0;1522.0;828.0;771;14.0;76.0;737.0;1306.0;111.0;90.0;84.0;1406.0;73.0;1264;57;1222.0
41;PR;2015;3010.0;2936.0;1471.0;1383;193.0;2048.0;1149.0;660.0;244.0;2241.0;49.0;2691.0;94.0;1972;88;611.0
26;PE;2015;1014.0;3847.0;2143.0;2036;32.0;370.0;1823.0;3373.0;233.0;402.0;198.0;3606.0;128.0;3065;103;3173.0
22;PI;2015;2978.0;650.0;328.0;300;8.0;52.0;232.0;544.0;67.0;60.0;56.0;582.0;33.0;400;28;487.0
14;RR;2015;2124.0;203.0;77.0;69;17.0;36.0;30.0;148.0;29.0;53.0;10.0;174.0;7.0;57;8;138.0
42;SC;2015;297.0;957.0;442.0;407;79.0;662.0;308.0;203.0;97.0;741.0;18.0;860.0;34.0;570;35;185.0
33;RJ;2015;2919.0;5067.0;2761.0;2627;150.0;1238.0;1835.0;3517.0;387.0;1390.0;233.0;4651.0;196.0;3182;134;3283.0
24;RN;2015;1877.0;1545.0;939.0;899;9.0;147.0;804.0;1283.0;92.0;156.0;76.0;1453.0;57.0;1238;40;1207.0
43;RS;2015;536.0;2944.0;1391.0;1291;223.0;2024.0;1189.0;656.0;284.0;2247.0;55.0;2660.0;158.0;2282;100;601.0
28;SE;2015;2024.0;1303.0;716.0;693;5.0;72.0;637.0;1221.0;70.0;77.0;64.0;1233.0;53.0;1108;23;1157.0
35;SP;2015;718.0;5427.0;2333.0;2164;349.0;2414.0;1556.0;2537.0;559.0;2765.0;201.0;4860.0;175.0;3097;169;2336.0
17;TO;2015;465.0;503.0;243.0;227;8.0;92.0;152.0;381.0;48.0;100.0;39.0;454.0;13.0;276;16;342.0
52;GO;2015;3227.0;2997.0;1618.0;1516;76.0;601.0;1328.0;2263.0;255.0;677.0;176.0;2734.0;134.0;2161;102;2087.0
21;MA;2015;1181.0;2438.0;1257.0;1200;27.0;240.0;968.0;2118.0;148.0;267.0;115.0;2286.0;67.0;1718;56;2003.0
12;AC;2015;111.0;217.0;105.0;94;5.0;25.0;65.0;183.0;19.0;30.0;14.0;198.0;5.0;116;11;169.0
27;AL;2015;886.0;1748.0;1049.0;1009;1.0;54.0;928.0;1656.0;95.0;55.0;90.0;1653.0;61.0;1476;40;1566.0
16;AP;2015;50.0;293.0;165.0;159;3.0;12.0;96.0;264.0;18.0;15.0;13.0;275.0;7.0;154;6;251.0
13;AM;2015;2389.0;1472.0;809.0;755;18.0;100.0;549.0;1338.0;115.0;118.0;96.0;1357.0;44.0;930;54;1242.0
29;BA;2015;147.0;6012.0;3559.0;3408;42.0;333.0;2866.0;5446.0;382.0;375.0;331.0;5619.0;219.0;4555;151;5112.0
23;CE;2015;263.0;4163.0;2450.0;2350;21.0;210.0;2166.0;2272.0;254.0;231.0;154.0;3909.0;166.0;3393;100;2118.0
53;DF;2015;1649.0;742.0;382.0;360;13.0;120.0;310.0;598.0;58.0;133.0;45.0;682.0;24.0;489;22;551.0
13;AM;2016;2866.0;1452.0;782.0;729;22.0;84.0;480.0;1324.0;116.0;106.0;93.0;1335.0;43.0;791;53;1231.0
29;BA;2016;215.0;7171.0;4358.0;4165;50.0;392.0;3509.0;6512.0;441.0;442.0;379.0;6728.0;261.0;5449;193;6132.0
23;CE;2016;298.0;3642.0;2102.0;1999;14.0;195.0;1794.0;2512.0;218.0;209.0;149.0;3424.0;139.0;2908;103;2363.0
16;AP;2016;65.0;381.0;233.0;228;2.0;11.0;153.0;362.0;17.0;13.0;15.0;364.0;7.0;222;5;347.0
17;TO;2016;485.0;577.0;281.0;263;10.0;87.0;182.0;456.0;45.0;97.0;30.0;532.0;14.0;312;18;426.0
35;SP;2016;713.0;4870.0;2017.0;1860;302.0;2284.0;1334.0;2219.0;507.0;2586.0;200.0;4358.0;156.0;2720;157;2017.0
28;SE;2016;2012.0;1465.0;869.0;847;5.0;73.0;789.0;1384.0;60.0;78.0;54.0;1404.0;39.0;1259;22;1330.0
42;SC;2016;301.0;984.0;475.0;437;80.0;654.0;344.0;240.0;107.0;734.0;27.0;877.0;50.0;611;38;213.0
43;RS;2016;561.0;3225.0;1608.0;1487;250.0;2163.0;1352.0;757.0;308.0;2413.0;50.0;2913.0;190.0;2507;121;707.0
14;RR;2016;2314.0;204.0;92.0;83;14.0;33.0;38.0;155.0;25.0;47.0;10.0;179.0;7.0;72;9;145.0
11;RO;2016;438.0;703.0;261.0;246;18.0;158.0;185.0;517.0;54.0;176.0;34.0;649.0;27.0;465;15;483.0
24;RN;2016;2020.0;1854.0;1129.0;1079;19.0;185.0;997.0;1553.0;100.0;204.0;74.0;1754.0;76.0;1569;50;1479.0
33;RJ;2016;2562.0;6053.0;3386.0;3252;142.0;1383.0;2343.0;4363.0;428.0;1530.0;276.0;5569.0;202.0;4019;134;4076.0
41;PR;2016;3151.0;3080.0;1574.0;1494;190.0;2180.0;1224.0;663.0;238.0;2370.0;44.0;2841.0;105.0;2125;80;619.0
22;PI;2016;3801.0;701.0;367.0;350;3.0;45.0;265.0;606.0;50.0;48.0;43.0;650.0;22.0;440;17;563.0
26;PE;2016;911.0;4447.0;2512.0;2381;39.0;490.0;2105.0;3858.0;282.0;529.0;238.0;4160.0;146.0;3475;131;3618.0
25;PB;2016;5188.0;1355.0;699.0;654;15.0;68.0;597.0;1187.0;107.0;83.0;88.0;1248.0;62.0;1060;45;1099.0
15;PA;2016;1220.0;4223.0;2266.0;2137;14.0;243.0;1776.0;3871.0;294.0;257.0;274.0;3921.0;178.0;3048;129;3597.0
51;MT;2016;998.0;1180.0;516.0;480;26.0;218.0;386.0;922.0;104.0;244.0;77.0;1074.0;38.0;752;36;845.0
50;MS;2016;3328.0;671.0;274.0;248;34.0;211.0;159.0;415.0;80.0;245.0;46.0;591.0;25.0;326;26;369.0
31;MG;2016;1473.0;4622.0;2513.0;2365;122.0;1054.0;2047.0;3346.0;375.0;1177.0;247.0;4246.0;169.0;3321;148;3099.0
21;MA;2016;1493.0;2408.0;1212.0;1157;24.0;247.0;873.0;2097.0;159.0;271.0;133.0;2247.0;84.0;1625;55;1963.0
52;GO;2016;2769.0;3036.0;1675.0;1575;54.0;582.0;1346.0;2349.0;238.0;638.0;180.0;2789.0;128.0;2143;99;2168.0
32;ES;2016;417.0;1270.0;707.0;670;18.0;126.0;622.0;1024.0;104.0;144.0;81.0;1166.0;57.0;968;37;943.0
53;DF;2016;1540.0;760.0;409.0;379;11.0;121.0;336.0;622.0;64.0;132.0;53.0;696.0;31.0;516;30;569.0
12;AC;2016;215.0;363.0;194.0;181;4.0;39.0;127.0;307.0;23.0;43.0;19.0;340.0;11.0;226;13;288.0
27;AL;2016;748.0;1820.0;1079.0;1038;6.0;28.0;959.0;1757.0;101.0;34.0;91.0;1718.0;72.0;1546;41;1665.0
52;GO;2017;4416.0;2901.0;1601.0;1491;59.0;501.0;1286.0;2284.0;256.0;561.0;190.0;2638.0;129.0;2057;110;2094.0
17;TO;2017;376.0;557.0;303.0;282;7.0;96.0;195.0;437.0;38.0;103.0;30.0;517.0;18.0;318;21;407.0
27;AL;2017;924.0;1813.0;1134.0;1091;1.0;29.0;993.0;1740.0;111.0;30.0;104.0;1702.0;77.0;1526;43;1636.0
13;AM;2017;3157.0;1674.0;943.0;897;16.0;130.0;605.0;1516.0;115.0;146.0;98.0;1559.0;51.0;975;46;1418.0
16;AP;2017;89.0;383.0;236.0;224;2.0;22.0;112.0;351.0;27.0;24.0;23.0;356.0;9.0;177;12;328.0
29;BA;2017;168.0;7487.0;4522.0;4313;55.0;428.0;3444.0;6798.0;487.0;484.0;417.0;6986.0;286.0;5427;208;6377.0
23;CE;2017;299.0;5433.0;3348.0;3146;32.0;291.0;3030.0;4905.0;374.0;323.0;325.0;5059.0;282.0;4698;202;4580.0
53;DF;2017;1425.0;610.0;325.0;308;12.0;109.0;256.0;486.0;46.0;121.0;34.0;564.0;25.0;401;17;452.0
32;ES;2017;351.0;1521.0;848.0;789;26.0;161.0;771.0;1214.0;151.0;187.0;116.0;1369.0;89.0;1227;59;1098.0
21;MA;2017;1804.0;2180.0;1112.0;1063;12.0;169.0;822.0;1968.0;127.0;181.0;113.0;2051.0;56.0;1483;49;1855.0
31;MG;2017;1449.0;4299.0;2217.0;2088;122.0;974.0;1814.0;3146.0;388.0;1096.0;261.0;3911.0;146.0;3067;129;2885.0
50;MS;2017;4287.0;659.0;275.0;250;28.0;209.0;158.0;418.0;61.0;237.0;33.0;597.0;21.0;327;25;385.0
51;MT;2017;1003.0;1102.0;463.0;432;22.0;222.0;332.0;850.0;92.0;244.0;70.0;1010.0;40.0;669;31;780.0
15;PA;2017;1049.0;4575.0;2451.0;2322;21.0;308.0;1939.0;4144.0;311.0;329.0;286.0;4255.0;202.0;3362;129;3858.0
25;PB;2017;5136.0;1341.0;709.0;668;11.0;85.0;591.0;1227.0;88.0;96.0;76.0;1253.0;51.0;1054;41;1151.0
26;PE;2017;1137.0;5419.0;3167.0;3029;50.0;580.0;2756.0;4720.0;310.0;630.0;257.0;5104.0;189.0;4478;136;4462.0
22;PI;2017;4174.0;626.0;313.0;293;9.0;46.0;220.0;549.0;52.0;55.0;39.0;573.0;25.0;376;20;509.0
41;PR;2017;2921.0;2759.0;1361.0;1263;207.0;1838.0;1021.0;680.0;247.0;2045.0;33.0;2511.0;110.0;1832;98;647.0
33;RJ;2017;2354.0;6416.0;3576.0;3439;136.0;1497.0;2560.0;4650.0;401.0;1634.0;260.0;5956.0;219.0;4411;137;4378.0
24;RN;2017;1722.0;2203.0;1366.0;1279;17.0;178.0;1250.0;1928.0;148.0;195.0;129.0;2054.0;122.0;1927;87;1798.0
43;RS;2017;618.0;3316.0;1639.0;1525;238.0;2211.0;1405.0;833.0;302.0;2449.0;61.0;3014.0;188.0;2591;114;772.0
11;RO;2017;342.0;554.0;228.0;206;22.0;123.0;179.0;397.0;62.0;145.0;40.0;491.0;30.0;373;22;357.0
14;RR;2017;2403.0;248.0;100.0;87;11.0;50.0;44.0;185.0;27.0;61.0;16.0;221.0;4.0;93;13;169.0
42;SC;2017;305.0;1066.0;527.0;480;86.0;701.0;360.0;270.0;109.0;787.0;23.0;957.0;35.0;653;47;247.0
35;SP;2017;629.0;4631.0;1955.0;1798;321.0;2094.0;1233.0;2168.0;495.0;2415.0;166.0;4134.0;163.0;2518;157;2002.0
28;SE;2017;1924.0;1313.0;767.0;728;12.0;67.0;690.0;1232.0;77.0;79.0;64.0;1236.0;57.0;1106;39;1168.0
12;AC;2017;366.0;516.0;297.0;281;9.0;68.0;236.0;428.0;34.0;77.0;24.0;481.0;17.0;384;16;404.0
28;SE;2018;1741.0;1133.0;663.0;653;6.0;48.0;603.0;1079.0;40.0;54.0;34.0;1093.0;25.0;959;10;1045.0
17;TO;2018;308.0;570.0;296.0;278;9.0;81.0;191.0;466.0;47.0;90.0;36.0;520.0;19.0;321;18;430.0
21;MA;2018;1561.0;1982.0;976.0;935;11.0;170.0;698.0;1767.0;122.0;181.0;109.0;1856.0;50.0;1284;41;1656.0
12;AC;2018;289.0;409.0;235.0;222;6.0;43.0;189.0;350.0;35.0;49.0;28.0;374.0;22.0;311;13;322.0
27;AL;2018;910.0;1441.0;843.0;818;3.0;22.0;727.0;1175.0;67.0;25.0;55.0;1374.0;44.0;1179;25;1120.0
16;AP;2018;171.0;426.0;279.0;273;2.0;24.0;162.0;389.0;15.0;26.0;12.0;411.0;9.0;241;6;377.0
13;AM;2018;3231.0;1542.0;859.0;795;15.0;106.0;599.0;1410.0;127.0;121.0;110.0;1415.0;51.0;961;64;1300.0
29;BA;2018;232.0;6787.0;4141.0;3956;44.0;386.0;3163.0;6089.0;427.0;430.0;369.0;6351.0;257.0;4977;185;5717.0
23;CE;2018;302.0;4900.0;2812.0;2561;47.0;341.0;2532.0;4477.0;475.0;388.0;426.0;4425.0;379.0;4204;251;4051.0
53;DF;2018;1233.0;530.0;271.0;257;18.0;97.0;210.0;408.0;55.0;115.0;35.0;473.0;20.0;329;13;372.0
32;ES;2018;358.0;1165.0;618.0;577;20.0;111.0;548.0;964.0;100.0;131.0;76.0;1063.0;55.0;891;41;887.0
52;GO;2018;3825.0;2675.0;1442.0;1354;63.0;482.0;1168.0;2086.0;220.0;545.0;154.0;2448.0;117.0;1860;88;1929.0
35;SP;2018;535.0;3727.0;1461.0;1322;267.0;1642.0;959.0;1747.0;454.0;1909.0;176.0;3269.0;116.0;2009;139;1571.0
42;SC;2018;222.0;843.0;393.0;356;74.0;591.0;249.0;174.0;91.0;665.0;17.0;751.0;32.0;444;37;157.0
14;RR;2018;1927.0;414.0;224.0;207;26.0;76.0;124.0;308.0;53.0;103.0;26.0;360.0;9.0;181;17;282.0
11;RO;2018;279.0;476.0;184.0;168;14.0;103.0;138.0;351.0;42.0;118.0;28.0;432.0;20.0;300;16;323.0
43;RS;2018;411.0;2699.0;1291.0;1189;201.0;1786.0;1094.0;673.0;256.0;1987.0;54.0;2441.0;147.0;2075;102;619.0
24;RN;2018;1431.0;1825.0;1067.0;1024;14.0;193.0;1007.0;1594.0;102.0;207.0;85.0;1723.0;78.0;1639;43;1509.0
33;RJ;2018;1891.0;6455.0;3724.0;3574;130.0;1488.0;2513.0;4705.0;380.0;1619.0;242.0;6013.0;198.0;4261;150;4448.0
22;PI;2018;4056.0;619.0;310.0;289;5.0;41.0;213.0;531.0;52.0;46.0;43.0;565.0;14.0;373;21;488.0
26;PE;2018;836.0;4190.0;2269.0;2168;46.0;509.0;1979.0;3578.0;240.0;555.0;189.0;3942.0;137.0;3369;101;3387.0
41;PR;2018;2100.0;2443.0;1155.0;1079;146.0;1601.0;813.0;670.0;211.0;1747.0;63.0;2232.0;89.0;1520;76;607.0
25;PB;2018;4714.0;1244.0;652.0;618;10.0;55.0;557.0;1156.0;82.0;65.0;71.0;1161.0;56.0;1006;34;1085.0
15;PA;2018;934.0;4528.0;2418.0;2285;32.0;269.0;2004.0;4113.0;323.0;301.0;282.0;4185.0;197.0;3439;132;3827.0
31;MG;2018;1135.0;3372.0;1626.0;1497;105.0;728.0;1303.0;2506.0;349.0;833.0;241.0;3022.0;137.0;2237;129;2265.0
50;MS;2018;3227.0;572.0;239.0;214;28.0;182.0;119.0;358.0;66.0;210.0;38.0;506.0;21.0;243;25;320.0
51;MT;2018;949.0;989.0;425.0;395;16.0;193.0;295.0;766.0;88.0;209.0;71.0;901.0;31.0;566;30;695.0
50;MS;2019;2584.0;491.0;191.0;174;35.0;146.0;98.0;306.0;61.0;181.0;26.0;430.0;14.0;216;17;280.0
21;MA;2019;1106.0;1704.0;801.0;753;19.0;165.0;567.0;1498.0;114.0;186.0;93.0;1584.0;44.0;1074;47;1402.0
52;GO;2019;1741.0;2253.0;1188.0;1131;43.0;422.0;881.0;1742.0;161.0;465.0;115.0;2089.0;67.0;1457;57;1627.0
32;ES;2019;331.0;1043.0;569.0;538;13.0;90.0;501.0;875.0;97.0;103.0;73.0;946.0;42.0;781;31;802.0
53;DF;2019;1028.0;480.0;244.0;226;18.0;83.0;169.0;375.0;55.0;101.0;36.0;425.0;20.0;257;18;339.0
23;CE;2019;234.0;2417.0;1285.0;1179;21.0;149.0;1108.0;2235.0;221.0;170.0;199.0;2196.0;159.0;1900;106;2036.0
29;BA;2019;218.0;6118.0;3599.0;3416;30.0;303.0;2880.0;5622.0;396.0;333.0;358.0;5717.0;250.0;4596;183;5264.0
13;AM;2019;2200.0;1592.0;917.0;861;25.0;172.0;628.0;1377.0;118.0;197.0;93.0;1472.0;49.0;981;56;1284.0
16;AP;2019;77.0;361.0;251.0;242;1.0;8.0;167.0;347.0;19.0;9.0;17.0;342.0;10.0;228;9;330.0
27;AL;2019;930.0;1115.0;620.0;581;0.0;9.0;507.0;1082.0;90.0;9.0;89.0;1025.0;47.0;833;39;993.0
12;AC;2019;205.0;325.0;174.0;163;5.0;30.0;123.0;277.0;32.0;35.0;25.0;290.0;17.0;222;11;252.0
17;TO;2019;237.0;456.0;224.0;211;3.0;73.0;150.0;369.0;36.0;76.0;32.0;420.0;16.0;250;13;337.0
35;SP;2019;457.0;3361.0;1316.0;1194;249.0;1377.0;854.0;1684.0;405.0;1626.0;149.0;2954.0;118.0;1742;122;1535.0
28;SE;2019;1390.0;973.0;556.0;537;3.0;36.0;477.0;934.0;53.0;39.0;50.0;920.0;28.0;771;19;884.0
42;SC;2019;202.0;767.0;338.0;292;86.0;488.0;203.0;189.0;114.0;574.0;26.0;653.0;46.0;381;46;163.0
43;RS;2019;335.0;2184.0;996.0;909;177.0;1446.0;823.0;515.0;236.0;1623.0;52.0;1946.0;132.0;1602;87;463.0
14;RR;2019;1468.0;234.0;99.0;88;14.0;48.0;46.0;167.0;33.0;62.0;19.0;201.0;6.0;83;11;148.0
11;RO;2019;250.0;447.0;154.0;140;11.0;103.0;102.0;327.0;43.0;114.0;31.0;401.0;13.0;264;14;295.0
24;RN;2019;1104.0;1346.0;760.0;719;11.0;116.0;700.0;1194.0;98.0;127.0;84.0;1248.0;75.0;1181;41;1110.0
33;RJ;2019;1624.0;3552.0;2013.0;1936;86.0;851.0;1381.0;2568.0;217.0;937.0;131.0;3316.0;107.0;2321;77;2435.0
41;PR;2019;1758.0;2095.0;960.0;892;145.0;1332.0;592.0;599.0;204.0;1477.0;57.0;1891.0;86.0;1190;68;542.0
22;PI;2019;2210.0;569.0;243.0;226;11.0;43.0;183.0;489.0;47.0;54.0;35.0;520.0;17.0;350;17;454.0
26;PE;2019;739.0;3474.0;1882.0;1791;45.0;477.0;1597.0;2908.0;204.0;522.0;158.0;3265.0;127.0;2713;91;2749.0
25;PB;2019;4343.0;953.0;441.0;420;11.0;45.0;371.0;853.0;72.0;56.0;53.0;880.0;39.0;722;21;800.0
15;PA;2019;743.0;3405.0;1791.0;1690;21.0;201.0;1359.0;3093.0;232.0;222.0;204.0;3155.0;135.0;2342;100;2887.0
51;MT;2019;682.0;895.0;366.0;336;27.0;157.0;247.0;696.0;84.0;185.0;56.0;808.0;33.0;490;30;639.0
31;MG;2019;786.0;2893.0;1349.0;1252;86.0;648.0;1083.0;2145.0;295.0;734.0;207.0;2598.0;120.0;1878;97;1938.0
17;TO;2020;232.0;484.0;246.0;231;6.0;70.0;164.0;399.0;35.0;76.0;29.0;448.0;16.0;278;15;370.0
52;GO;2020;3189.0;2177.0;1190.0;1135;36.0;404.0;876.0;1687.0;134.0;440.0;93.0;2040.0;54.0;1391;55;1594.0
21;MA;2020;1157.0;2103.0;1013.0;960;16.0;201.0;786.0;1860.0;140.0;217.0;123.0;1961.0;67.0;1447;53;1736.0
51;MT;2020;863.0;987.0;430.0;395;25.0;182.0;309.0;770.0;105.0;207.0;79.0;878.0;40.0;584;35;689.0
